Beat_Interval,Systolic,Diastolic
0.592,154.25,68.611
0.584,154.29,69.084
0.592,155.19,68.694
0.592,155.6,68.502
0.592,154.2,68.216
0.592,154.24,68.656
0.584,155.49,69.336
0.592,156.35,68.506
0.592,154.53,67.931
0.584,153.49,68.16
0.592,153.85,68.025
0.584,154.04,68.059
0.592,152.79,67.923
0.584,153.71,68.836
0.592,156.56,68.36
0.592,154.95,68.067
0.592,154.36,68.277
0.712,132.06,59.538
0.696,131.49,59.09
0.704,130.12,59.242
0.696,130.23,58.358
0.712,128.54,57.68
0.704,124.62,56.897
0.696,121.87,56.309
0.704,121.28,55.967
0.704,119.48,55.082
0.704,114.8,53.869
0.688,113.11,54.797
0.688,114.85,55.432
0.688,115.1,55.866
0.688,116.5,56.8
0.688,118.74,57.523
0.688,119.84,57.966
0.616,121.53,61.226
0.688,127.1,56.8
0.704,127.13,58.011
0.712,128.7,58.165
0.712,129.65,56.803
0.704,129.28,57.923
0.704,128.33,56.892
0.712,127.26,56.556
0.704,127.31,56.456
0.704,127.55,56.751
0.704,127.96,56.448
0.712,127.72,57.047
0.704,128.34,56.847
0.704,128.96,56.749
0.712,128.68,57.193
0.704,129.66,57.283
0.712,128.85,57.485
0.712,130.29,57.188
0.712,129.83,56.602
0.712,128.36,56.119
0.728,130.57,55.721
0.72,124.88,55.083
0.712,126.68,56.55
0.72,126.7,55.723
0.632,145.36,61.676
0.592,141.5,66.36
0.6,150.24,70.024
0.608,157.3,68.713
0.624,164.35,70.465
0.608,155.86,63.514
0.6,148.05,67.973
0.608,153.39,67.537
0.624,120.28,54.835
0.624,124.79,55.623
0.624,125.18,53.317
0.632,121.77,52.487
0.624,120,54.587
0.616,124.71,56.048
0.632,124.44,53.174
0.624,121.42,53.07
0.624,121.71,55.184
0.624,123.84,55.424
0.624,124.1,52.926
0.632,120.17,53.035
0.616,121.6,54.782
0.624,123.44,54.633
0.632,121.62,52.09
0.632,118.38,53.077
0.624,121.63,55.03
0.592,116.11,56.209
0.624,117.62,54.552
0.608,120.45,53.658
0.608,113.68,52.29
0.608,116.51,54.98
0.6,117.9,54.195
0.592,116.77,53.849
0.592,115.56,56.644
0.6,122.8,57.534
0.6,121.83,53.507
0.6,119.71,57.325
0.616,115.24,55.225
0.616,117.84,55.225
0.616,118.98,53.756
0.616,116.49,52.978
0.616,118.14,54.594
0.608,119.35,54.879
0.616,116.94,51.701
0.608,115.6,54.552
0.6,119.61,54.796
0.608,120.31,52.189
0.616,117.92,52.152
0.608,118.6,53.948
0.608,121.09,54.311
0.608,122.62,52.29
0.624,120.59,51.611
0.608,121.19,54.143
0.608,125.69,55.318
0.616,126.14,52.58
0.616,129.74,54.38
0.608,127.31,53.906
0.624,152.05,58.289
0.632,149.77,58.205
0.632,148.43,55.912
0.624,150.73,58.752
0.648,147.64,57.176
0.632,140.85,57.424
0.632,143.46,58.317
0.736,117.67,51.524
0.728,116.78,53.33
0.744,117.89,52.063
0.736,117.06,51.621
0.744,117.4,51.431
0.736,115.68,50.6
0.736,116.21,50.4
0.728,117.66,52.353
0.736,117.56,52.945
0.728,119.29,52.204
0.736,118.22,52.107
0.736,118.24,51.862
0.744,118.94,52.596
0.744,118.97,51.277
0.752,116.48,50.791
0.696,139.28,58.849
0.696,138.38,58.458
0.696,137.77,58.016
0.704,137.73,56.407
0.696,135.37,55.076
0.704,135.57,58.211
0.704,136.33,60.365
0.696,131.94,58.016
0.728,126.14,50.49
0.712,125.3,54.157
0.72,130.13,55.873
0.72,129.39,58.209
0.728,127.32,53.675
0.704,124.15,58.113
0.72,127.81,55.962
0.712,129.03,58.165
0.712,119.05,50.736
0.704,119.9,51.91
0.712,120.4,51.861
0.712,122.61,51.518
0.72,121.32,51.518
0.72,121.57,51.179
0.72,120.51,50.544
0.552,105.78,66.086
0.872,113.62,60.035
0.736,118.33,64.517
0.6,116.63,68.825
0.872,118.13,61.013
0.744,120.85,64.137
0.584,115.38,66.673
0.872,111.67,58.862
0.84,113.4,57.101
0.752,113.41,58.074
0.584,104.45,62.371
0.824,105.61,59.245
0.744,116.01,63.941
0.576,114.4,67.847
0.8,116.6,59.641
0.784,119.51,64.912
0.576,118.52,71.171
0.792,113.24,63.552
0.712,123.77,67.46
0.6,121.25,70.389
0.816,121.04,60.222
0.712,120.22,64.331
0.568,113.6,69.004
0.832,119.55,62.184
0.744,124.57,66.875
0.616,123.55,71.368
1.128,132.61,68.249
1.112,133.66,69.07
1.136,135.22,68.192
1.128,134.16,68.624
1.184,129.98,65.552
1.176,130.2,67.356
1.16,132.09,66.737
1.152,131.75,67.07
1.128,136.42,71.556
1.104,138.98,71.661
1.08,140.13,72.679
1.216,141.73,70.675
1.184,143.15,71.561
1.128,132.61,68.249
1.112,133.66,69.071
1.136,135.22,68.192
1.128,134.16,68.624
1.184,129.98,65.552
1.176,130.2,67.356
1.16,132.09,66.737
1.152,131.75,67.07
1.128,136.42,71.557
1.104,138.98,71.661
1.08,140.13,72.679
1.216,141.73,70.675
1.184,143.15,71.562
0.64,132.1,62.653
0.656,128.71,61.715
0.64,128.99,61.883
0.648,130.76,63.759
0.672,133.53,64.177
0.648,134.2,63.177
0.664,131.64,62.36
0.648,130.38,62.008
0.656,131.07,64.587
0.664,133.81,63.821
0.64,130.06,60.945
0.664,126.81,60.309
0.648,126.32,60.309
0.656,127.7,61.246
0.656,129.57,63.532
0.664,131.9,61.774
0.648,129.71,60.949
0.64,127.46,63.055
0.672,130.22,62.357
0.64,129.97,61.825
0.648,131.59,65.287
0.656,135.84,64.939
0.64,135.5,63.587
0.648,131.83,63.005
0.64,129.88,63.005
0.648,132.23,63.122
0.656,134.29,65.877
0.648,136.31,64.529
0.656,134.12,63.063
0.64,130.58,61.887
0.664,140.52,71.731
0.664,142.54,70.918
0.696,141.8,70.86
0.64,139.78,66.332
0.712,142.79,71.13
0.664,143.12,70.331
0.696,140.5,71.501
0.664,140.05,71.558
0.728,166.98,85.396
0.696,169.08,83.872
0.704,166.35,82.452
0.688,165.13,85.748
0.712,168.57,83.872
0.688,168.17,83.872
0.592,167.05,85.336
0.488,126.54,54.252
0.496,124.83,57.45
0.496,126.27,57.414
0.496,122.66,53.889
0.496,120.31,56.592
0.488,124.52,57.551
0.496,125.91,57.574
0.496,125.07,53.063
0.496,118.21,56.331
0.488,124.85,57.831
0.504,136.3,68.565
0.512,131.5,64.106
0.504,126.42,66.863
0.504,133.71,68.817
0.496,133.85,69.51
0.504,135.1,69.71
0.504,134.72,69.279
0.504,134.24,62.818
0.512,125.91,67.366
0.496,132.45,67.547
0.504,132.54,68.147
0.504,134.03,68.649
0.504,133.76,68.409
0.504,133.93,68.6
0.504,132.23,68.168
0.504,133.74,68.812
0.496,133.3,68.435
0.512,131.24,61.908
0.496,130.28,66.091
0.504,129.75,65.505
0.504,130.41,65.483
0.504,129.94,64.892
0.504,129.52,64.639
0.512,126.48,57.028
0.504,124.7,59.977
0.504,124.55,59.434
0.504,123.42,58.871
0.512,122.86,52.153
0.512,114.98,51.904
0.504,115.39,54.839
0.504,119.55,56.411
0.504,119.92,56.203
0.504,119.24,56.438
0.504,119.52,53.232
0.52,114.49,50.159
0.52,124.62,60.212
0.512,127.25,61.452
0.512,128.82,62.123
0.52,130.01,62.597
0.512,130.13,58.997
0.52,125.13,58.384
0.52,125.33,60.582
0.512,128.39,61.651
0.512,129.56,62.167
0.52,130.21,58.876
0.52,125.11,57.993
0.512,124.37,60.067
0.52,127.77,61.225
0.512,128.72,61.51
0.52,128.57,59.084
0.52,124.69,56.731
0.52,121.68,59.088
0.512,126.22,59.999
0.512,126.99,61.061
0.512,126.85,60.785
0.52,126.75,60.773
0.52,126.17,55.289
0.52,121.21,57.795
0.52,125,58.729
0.408,124.89,58.793
0.528,124.37,56.821
0.52,120.93,59.943
0.52,125.42,59.738
0.52,125.83,59.702
0.52,126.29,59.56
0.52,125.79,59.702
0.52,125.49,59.717
0.52,126.02,59.437
0.528,123.67,55.315
0.528,119.61,57.925
0.512,124.05,58.974
0.512,124.36,59.555
0.528,125.96,59.719
0.568,136.86,63.673
0.576,140.05,63.67
0.576,139.22,60.686
0.576,138.67,61.28
0.576,136.92,61.423
0.576,137.41,61.968
0.568,137.57,64.447
0.568,142.24,62.842
0.576,138.56,61.329
0.576,137.84,61.423
0.568,136.47,60.998
0.552,129.88,57.913
0.568,125.98,55.265
0.56,124.25,55.85
0.56,124.74,56.151
0.552,125.5,58.434
0.544,129.3,58.535
0.56,127.38,56.297
0.56,126.56,56.167
0.552,125.99,57.168
0.552,126.8,59.663
0.552,128.21,60.318
0.544,131.98,59.863
0.56,128.48,57.225
0.56,127.14,57.087
0.552,127.36,57.262
0.56,127.03,59.24
0.544,131.06,59.045
0.56,130.29,57.27
0.568,128.01,56.452
0.56,126.36,56.448
0.56,126.95,56.835
0.584,130.37,54.788
0.584,126.76,56.967
0.56,126.73,56.313
0.56,126.59,58.601
0.552,130.74,58.206
0.56,129.09,56.782
0.568,127.34,56.35
0.56,125.53,56.541
0.56,126.53,57.083
0.56,127.53,59.777
0.544,131.62,59.916
0.568,130.61,57.714
0.56,118.59,56.334
0.568,118.41,56.545
0.56,118.37,56.627
0.568,118.79,56.433
0.568,118.73,56.594
0.56,119.35,56.094
0.568,118.52,56.824
0.56,120.01,57.694
0.56,120.93,57.27
0.568,119.98,56.851
0.56,119.68,56.879
0.56,119.3,57.071
0.56,120.34,56.977
0.56,119.52,57.755
0.56,121.03,58.206
0.552,122.69,58.1
0.56,121.15,57.665
0.56,120.6,57.872
0.552,120.78,57.897
0.56,121.18,57.71
0.56,120.92,57.897
0.56,121.68,57.856
0.56,121.01,57.669
0.56,120.18,57.405
0.56,120.42,56.985
0.56,120.18,56.79
0.56,120.27,57.188
0.552,120,57.413
0.56,120.56,57.311
0.56,120.22,56.875
0.56,119.47,57.669
0.552,121.92,57.905
0.552,122.31,57.506
0.56,120.93,57.29
0.552,120.9,57.677
0.504,137.42,67.295
0.512,137.7,67.717
0.52,137.12,65.393
0.512,133.91,67.783
0.504,138.26,68.058
0.512,136.4,66.637
0.512,136.78,64.884
0.512,133.76,67.779
0.504,136.76,67.046
0.504,138.01,67.21
0.512,137.95,67.29
0.504,138.07,67.494
0.512,138.2,66.158
0.512,139.99,67.534
0.504,138.9,66.478
0.512,138.2,66.353
0.504,136.62,67.898
0.504,139.89,67.556
0.512,139.1,66.584
0.512,139.3,66.699
0.504,138.32,66.872
0.512,139.23,66.19
0.512,137.18,65.066
0.512,135.06,67.024
0.504,139.17,67.068
0.512,138.77,66.492
0.512,139.11,69.496
0.512,138.24,69.492
0.512,138.69,66.175
0.504,134.43,69.812
0.496,140.64,70.833
0.504,141.28,71.273
0.504,139.29,66.433
0.504,135.25,69.279
0.504,139.9,69.239
0.528,143.07,70.688
0.528,143.17,70.765
0.536,142.87,71.084
0.528,143.01,69.602
0.536,140.87,68.691
0.536,137.11,70.897
0.512,142.93,71.713
0.536,142.41,70.868
0.536,142.67,71.593
0.52,142.19,71.603
0.536,141.29,68.89
0.536,138.14,71.496
0.512,143.91,74.877
0.528,145.74,74.528
0.52,146.01,74.636
0.528,145.39,74.396
0.528,145.7,74.165
0.528,144.3,71.706
0.528,141.44,72.816
0.52,143.63,73.748
0.52,145.79,73.918
0.528,145.93,74.026
0.528,144.4,73.339
0.528,144.62,73.619
0.592,171.14,75.241
0.6,164.98,74.019
0.584,160.71,75.529
0.584,168.41,78.122
0.576,168.97,78.27
0.592,170.56,78.177
0.592,170.87,72.843
0.6,163.31,73.01
0.584,159.77,76.193
0.576,169.02,78.103
0.584,168.72,78.712
0.56,162.81,82.841
0.568,164.23,82.452
0.568,164.68,78.122
0.584,145.53,78.005
0.528,149.83,81.351
0.592,166.73,80.421
0.568,163.76,83.057
0.568,163.41,78.982
0.608,148.44,83.083
0.552,161.13,83.524
0.568,164.87,84.735
0.576,163.87,83.374
0.576,162.96,83.207
0.584,161.04,81.201
0.592,152.79,76.233
0.576,144.71,79.623
0.576,154.27,81.454
0.568,163.38,84.004
0.576,164.12,84.335
0.576,163.85,80.52
0.584,151.61,76.864
0.568,143.48,81.336
0.584,154.63,77.296
0.576,147.79,81.35
0.56,156.81,82.025
0.568,163.74,83.783
0.576,163.41,81.268
0.584,156.02,78.049
0.576,149.71,81.507
0.568,159.21,82.558
0.568,163.79,83.192
0.576,163.1,83.216
0.576,161.4,79.344
0.584,175.64,85.205
0.608,171.43,80.634
0.592,170.7,78.505
0.624,167.9,74.133
0.616,161.1,79.097
0.6,166.39,78.618
0.616,165.06,73.621
0.608,160.89,77.628
0.6,167.22,74.069
0.616,157.08,78.127
0.592,163.94,78.145
0.6,168.05,75.189
0.608,158.23,72.582
0.6,156.26,79.629
0.592,169.75,79.665
0.592,167.98,74.772
0.616,156.5,68.15
0.6,149.92,71.293
0.584,172.51,74.09
0.576,159.73,73.242
0.6,160.99,69.039
0.592,152.92,67.217
0.584,153.7,70.651
0.584,163.94,74.051
0.584,160.68,73.072
0.584,159.26,73.928
0.584,159.54,74.669
0.576,162.42,75.547
0.592,162.12,68.343
0.576,151.23,69.735
0.568,118.93,59.621
0.64,118.27,56.944
0.616,115.66,54.962
0.592,111.98,59.606
0.592,118.99,59.406
0.584,121.55,60.592
0.608,119.9,60.778
0.584,118.91,59.059
0.608,117.58,57.838
0.608,115.33,56.494
0.6,121.94,60.584
0.608,120.16,60.12
0.608,118.89,57.946
0.608,116.05,56.531
0.6,113.94,60.287
0.592,119.86,61.17
0.6,121.6,60.868
0.608,121.31,60.475
0.6,120.02,60.111
0.616,119.32,58.023
0.608,116.05,56.422
0.6,120.47,59.754
0.608,119.04,59.416
0.608,118,56.246
0.608,113.69,55.841
0.6,113.37,59.542
0.592,119.97,60.534
0.6,120.85,60.593
0.6,120.13,59.696
0.608,119.13,59.294
0.608,118.03,56.121
0.616,113.45,55.966
0.568,97.549,55.659
0.576,101.98,54.593
0.576,102.82,56.591
0.584,104.61,56.595
0.576,105.11,58.169
0.584,107.15,51.068
0.576,98.579,55.716
0.576,101.98,54.164
0.576,102.56,54.886
0.576,102.75,56.647
0.576,105.02,57.282
0.576,102.71,54.742
0.576,103.3,56.16
0.576,104.72,56.836
0.584,105.71,52.537
0.576,100.43,56.107
0.584,101.98,53.62
0.576,101.98,55.032
0.576,103.4,56.205
0.584,105.54,57.73
0.584,106.42,51.662
0.568,98.423,55.704
0.568,101.25,51.38
0.56,104.28,50.639
0.568,103.71,53.672
0.52,103.5,51.375
0.592,104.58,50.054
0.552,105.5,52.304
0.552,104.64,52.064
0.552,105.51,52.308
0.552,100.91,52.78
0.552,106.41,54.099
0.56,106.92,54.209
0.568,107.76,54.585
0.568,108.43,53.717
0.56,108.54,54.299
0.568,109.53,55.239
0.576,110.63,61.435
0.568,112.24,55.959
0.568,108.25,54.848
0.552,104.94,54.75
0.568,103.01,52.345
0.56,102.65,55.324
0.56,105.94,53.709
0.568,106.38,53.957
0.528,90.72,54.265
0.536,90.585,53.128
0.536,89.835,53.258
0.512,87.616,56.016
0.528,91.915,54.481
0.536,92.695,53.581
0.528,91.451,54.487
0.536,91.164,51.304
0.528,88.928,56.436
0.528,92.768,53.675
0.528,92.688,54.481
0.536,91.713,51.358
0.528,88.959,56.894
0.512,85.523,53.247
0.56,91.34,54.201
0.52,85.025,56.076
0.528,90.003,54.617
0.544,90.793,51.434
0.512,86.133,56.376
0.528,91.598,56.306
0.52,92.888,53.988
0.544,92.265,52.046
0.52,91.337,54.752
0.528,93.041,52.565
0.536,92.146,50.73
0.52,88.505,55.547
0.528,92.746,55.759
0.528,93.331,54.427
0.528,91.365,52.774
0.528,90.507,53.117
0.688,112.78,52.31
0.696,112.89,53.256
0.696,113.68,51.993
0.688,114.13,52.383
0.696,112.72,51.993
0.688,112.43,52.764
0.688,112.97,51.502
0.696,112.69,52.054
0.688,112.03,51.693
0.688,114.11,52.87
0.688,113.59,53.455
0.68,113.64,54.75
0.688,116.01,54.198
0.68,115.88,54.425
0.68,115.48,54.746
0.68,115.97,55.95
0.68,117.84,55.554
0.68,118.27,55.367
0.68,117.79,55.298
0.68,119.2,55.497
0.672,118.37,55.558
0.68,118.35,56.764
0.672,120.39,55.428
0.688,120.08,55.371
0.672,118.66,55.302
0.68,118.27,56.244
0.68,120.14,53.678
0.672,119.16,54.941
0.68,117.59,54.49
0.672,123.09,61.832
0.664,123.22,60.754
0.664,123.23,60.564
0.664,123.25,60.955
0.672,123.09,60.69
0.664,123.16,61.055
0.664,123.16,60.625
0.664,123.37,61.024
0.664,123.38,62.87
0.664,123.14,63.452
0.68,120.33,50.56
0.68,118.79,50.495
0.672,118.38,51.894
0.672,119.98,51.173
0.68,119.82,50.499
0.672,118.49,50.301
0.68,117.97,51.502
0.68,120.1,50.824
0.672,119.93,50.495
0.632,115.76,65.698
0.648,115.7,56.369
0.624,109.3,61.927
0.64,112.16,65.374
0.632,115.46,64.428
0.632,114.23,64.626
0.632,114.41,63.94
0.64,113.53,57.051
0.632,111.55,65.694
0.632,116,64.817
0.632,114.31,65.016
0.632,114.55,65.763
0.648,114.19,54.252
0.616,102.74,60.207
0.624,108.64,60.437
0.624,110.99,64.756
0.632,114.94,66.928
0.632,116.57,65.893
0.448,106.19,57.506
0.576,123.2,65.958
0.608,119.65,66.768
0.624,120.88,53.06
0.592,113.02,58.933
0.6,113.35,60.014
0.592,113.54,60.237
0.592,113.78,62.051
0.592,113.48,60.884
0.592,114.87,61.304
0.584,115.27,62.738
0.608,117.04,66.25
0.608,120,62.919
0.584,113.88,56.082
0.6,114.91,59.063
0.6,114.74,60.683
0.592,115.21,62.933
0.584,117.25,63.509
0.592,119.63,64.686
0.6,114.19,59.82
0.6,114.51,60.632
0.592,115.06,61.244
0.6,115.35,61.766
0.6,116.68,64.626
0.616,118.86,54.475
0.6,114.02,58.938
0.6,114.38,59.685
0.6,114.16,60.079
0.592,114.84,61.369
0.736,100.9,56.896
0.736,102.64,58.119
0.736,102.87,58.02
0.744,105.92,58.559
0.744,106.8,58.611
0.736,105.17,57.971
0.744,104.56,57.191
0.736,99.914,58.022
0.76,103.54,56.655
0.76,100.06,56.164
0.768,102.23,56.362
0.776,102.89,55.192
0.76,100.13,57.727
0.984,185.27,87.427
0.952,185.2,89.57
0.96,185.29,89.571
0.944,185.37,93.286
0.96,185.27,94.07
1,185.3,78.241
0.984,185.24,78.233
0.984,185.22,81.36
1,185.27,83.706
1.008,185.21,80.776
0.984,185.27,87.427
0.952,185.2,89.57
0.96,185.29,89.571
0.944,185.37,93.286
0.96,185.27,94.07
1,185.3,78.241
0.984,185.24,78.233
0.984,185.22,81.36
1,185.27,83.706
1.008,185.21,80.776
1.04,181.68,75.813
0.968,173.83,75.337
1.032,176.24,75.349
0.936,180.27,68.989
1.08,178.03,78.854
0.976,190.59,87.071
0.952,187.74,83.312
0.952,186.34,85.658
0.904,194.38,85.186
1.032,194.56,85.665
0.968,194.12,82.146
1.008,191.92,80.055
0.936,186.59,82.372
0.992,185.64,80.044
0.992,189.16,76.99
0.896,183.55,74.611
1.056,178.34,79.094
0.592,119.43,65.105
0.584,119.15,65.338
0.592,120,65.485
0.592,120.54,65.045
0.6,120.49,64.854
0.6,120.31,65.252
0.592,120.36,65.774
0.6,120.21,60.995
0.592,116.17,61.964
0.584,119.36,64.166
0.568,123.38,65.819
0.568,128.84,69.485
0.56,138.03,70.01
0.56,140.53,70.645
0.568,142.18,70.665
0.568,143.87,68.847
0.568,142.23,69.364
0.568,143.26,68.835
0.584,143.29,67.785
0.584,141.81,67.146
0.592,139.79,66.169
0.632,131.23,62.552
0.648,129.17,62.214
0.648,127.31,61.533
0.656,125.01,61.101
0.648,123.7,61.101
0.648,122.46,61.296
0.648,121.43,61.003
0.648,120.9,61.296
0.648,120.28,60.898
0.648,119.65,58.749
0.592,119.43,65.105
0.584,119.15,65.338
0.592,120,65.485
0.592,120.54,65.045
0.6,120.49,64.854
0.6,120.31,65.252
0.592,120.36,65.774
0.6,120.21,60.995
0.592,116.17,61.964
0.584,119.36,64.166
0.568,123.38,65.819
0.568,128.84,69.485
0.56,138.03,70.01
0.56,140.53,70.645
0.568,142.18,70.665
0.568,143.87,68.847
0.568,142.23,69.364
0.568,143.26,68.835
0.584,143.29,67.785
0.584,141.81,67.146
0.592,139.79,66.169
0.632,131.23,62.552
0.648,129.17,62.214
0.648,127.31,61.534
0.656,125.01,61.101
0.648,123.7,61.101
0.648,122.46,61.296
0.648,121.43,61.003
0.648,120.9,61.296
0.648,120.28,60.899
0.648,119.65,58.749
0.584,127.2,79.214
0.56,133.77,84.387
0.568,151.14,89.674
0.568,148.73,89.455
0.576,147.61,89.816
0.576,148.4,89.674
0.584,149.08,89.816
0.6,148.5,88.062
0.624,144.6,85.711
0.608,120.7,85.564
0.616,119.82,85.128
0.624,118.73,84.689
0.624,117.19,84.047
0.632,116.5,83.66
0.624,115.62,83.412
0.632,114.73,83.179
0.624,113.52,82.585
0.624,111.79,82.735
0.624,111.32,82.491
1.008,97.137,54.926
1.024,99.208,54.763
1.024,99.632,56.329
1.016,99.995,56.643
1.016,99.848,60.397
1.024,104.72,52.731
1.024,106.06,52.729
1.04,105.45,54.932
1.048,107.76,51.322
1.024,104.72,53.2
1.04,102.32,60.242
1.032,104.32,61.961
1.04,104.38,51.796
1,100.92,50.384
1.048,102.32,51.335
1.016,99.535,54.608
1.008,101.22,54.451
1.024,100.86,55.703
1.048,100.43,50.858
1.024,95.156,55.234
1.008,97.946,54.45
1.024,94.54,57.892
1.016,97.334,57.266
1.008,95.288,54.919
1,93.258,60.082
1,99.822,58.367
1.056,110.75,59.315
1.064,114.1,58.836
1.064,113.38,58.366
1.064,111.66,59.301
1.056,114.17,58.686
1.072,113.62,58.836
1.048,114.24,57.433
1.032,112.35,59.929
1.04,115.83,59.616
1.056,114.71,58.689
1.048,112.45,60.243
1.04,113.63,59.772
1.032,114.55,59.616
1.032,115.72,59.303
1.032,115.01,58.99
1.032,113.23,60.083
0.792,117.78,66.324
0.776,120.64,63.671
0.808,115.61,65.543
0.776,121.11,67.268
0.8,120.15,66.482
0.784,120.17,63.984
0.824,119.39,64.61
0.784,121.56,66.794
0.808,117.02,64.297
0.792,119.39,64.904
0.84,117.21,63.047
0.8,119.08,64.453
0.824,117.96,64.767
0.8,120.43,61.162
0.848,115.44,63.673
0.8,119.81,66.017
0.816,117.68,64.292
0.816,120.33,65.862
0.864,119.84,60.388
0.832,118.44,64.606
0.856,118.91,64.455
0.832,120.63,65.545
0.864,119.84,59.606
0.872,115.79,62.735
0.88,115.95,60.701
0.848,115.64,62.104
0.832,115.63,63.672
0.848,116.24,63.36
0.832,115.49,58.974
0.864,113.59,61.792
0.896,116.12,61.171
0.896,117.55,61.954
0.888,116.37,61.325
0.888,112.61,60.857
0.904,113.27,59.92
0.896,114.53,60.231
0.896,111.89,59.605
0.904,111.86,55.693
0.76,108.28,62.418
1.024,87.654,51.008
0.872,108.91,58.821
0.864,107.17,55.534
0.864,107.48,59.132
0.912,98.547,54.756
0.968,98.59,51.632
0.936,94.224,54.445
0.928,97.277,53.975
0.936,99.221,54.445
0.936,99.546,54.758
0.92,93.221,52.096
0.92,93.543,51.627
0.928,90.782,53.036
0.904,94.187,52.41
0.92,95.621,53.348
0.928,96.581,53.662
0.912,99.346,55.225
0.936,99.956,54.914
0.936,99.845,54.445
0.744,96.414,54.594
0.952,100.76,54.602
0.984,104.53,56.8
0.984,106.1,56.952
1,104.51,55.388
1,97.156,53.361
0.968,98.542,53.045
1,102.13,54.299
0.968,106.43,57.108
0.992,105.6,50.854
0.96,98.9,54.603
0.968,99.901,55.387
0.968,105.01,56.797
0.984,106.41,57.265
0.952,102.01,55.697
0.968,106.1,56.638
0.968,109.07,58.361
0.984,109.68,52.102
0.76,104.96,56.473
0.952,104.2,56.949
0.968,108.76,58.516
0.96,110.29,59.14
1,109.36,50.85
0.984,101.41,53.98
0.952,101.69,54.759
0.936,109.22,50.377
0.944,102.97,55.385
0.92,107.34,59.295
0.936,111.05,60.077
0.944,111.54,60.234
0.984,110.44,50.225
0.808,103.59,58.039
0.904,108.75,60.546
0.904,112.32,61.171
0.912,112.03,52.409
0.952,103.26,56.323
0.904,107.01,59.45
0.928,112.2,60.859
0.976,102.75,54.605
0.984,102.46,54.296
0.968,102.06,55.699
0.76,101.54,52.092
0.984,102.06,52.571
0.976,103.46,51.165
0.944,99.97,53.976
0.96,102.64,54.134
0.952,105.45,56.636
0.96,107.97,57.419
0.968,108.13,56.795
0.904,101.22,55.383
0.784,107,55.222
0.904,108.29,57.102
0.912,109.36,53.349
0.904,105.16,56.791
0.872,107.64,58.198
0.968,112.03,53.04
0.96,108.42,55.856
0.936,110.32,58.356
0.928,112.61,60.076
0.944,113.26,59.609
0.952,106.7,55.228
0.976,108.6,50.07
0.968,100.16,54.448
0.96,102.8,55.698
0.96,108.26,58.203
0.968,110.17,58.516
0.976,106.1,55.231
0.928,103.59,58.043
0.936,107.49,58.513
0.944,107.65,51.317
0.96,98.879,54.916
0.92,102.3,56.792
0.992,103.57,54.606
0.976,106.1,57.42
1,107.8,53.984
0.968,100.47,53.822
0.976,100.64,53.041
0.952,102.32,53.038
0.944,104.21,53.82
0.936,105.42,55.696
0.936,107.35,56.792
0.936,104.02,51.785
0.944,105.31,53.038
0.736,139.77,65.695
0.736,142.67,66.015
0.736,142.28,66.007
0.744,143.84,66.015
0.744,142.35,63.043
0.76,141.28,64.295
0.736,139.28,63.191
0.744,140.66,61.784
0.728,148.34,66.641
0.736,148.26,69.301
0.824,148.21,69.304
0.752,148.22,69.302
0.696,148.23,68.831
0.816,148.28,69.93
0.76,148.3,70.866
0.744,148.34,70.709
0.744,148.28,71.022
0.752,148.32,68.676
0.752,148.28,70.241
0.76,148.27,70.547
0.768,148.3,71.179
0.76,148.34,66.486
0.776,148.27,69.296
0.76,148.44,69.615
0.776,148.24,69.458
0.76,148.41,70.241
0.776,148.33,67.113
0.768,148.24,70.866
0.76,148.37,70.547
0.768,148.26,70.866
0.768,148.2,67.425
0.776,148.35,69.929
0.76,148.4,70.71
0.72,148.24,73.203
0.744,148.25,72.274
0.736,148.32,68.98
0.76,148.33,70.077
0.752,148.51,70.397
0.76,148.21,69.608
0.76,148.23,69.295
0.76,148.32,67.261
0.768,148.3,68.2
0.76,148.47,72.275
0.736,148.29,73.048
0.744,148.59,72.743
0.736,148.46,72.728
0.752,148.55,69.771
0.736,148.23,73.361
0.728,148.24,74.456
0.736,148.21,76.185
0.736,148.27,73.987
0.712,147.35,73.516
0.72,148.38,75.237
0.712,148.24,78.687
0.712,148.34,79
0.712,148.31,80.095
0.712,148.43,78.218
0.704,148.3,74.923
0.712,148.44,75.089
0.712,148.22,72.585
1.4,148.31,61.044
0.72,148.24,70.387
0.688,148.25,73.681
0.712,148.28,71.334
0.688,148.33,76.8
0.592,148.45,83.847
0.68,148.26,79.313
0.696,148.3,74.619
0.696,148.2,77.583
0.696,148.37,78.218
0.704,148.24,78.374
0.72,148.45,76.802
0.72,148.24,74.151
0.72,148.29,74.611
